"Project ID","Workspace","Group(s)","Team(s)","AI ($)","Hosting ($)","Storage ($)","Other ($)","Total ($)"
"9708e3ba-d0bd-4b5c-b32c-be1b88fc68bd","","AZ-Replit - Corporate Communications - Member","Corporate Communications",733.4346,0.0000,0.0000,0.0000,733.4346
"80193880-29ec-4e0d-a9fc-e3684a12fe09","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",724.2923,0.0000,0.0000,0.0000,724.2923
"c41b11cc-6511-4c72-b142-b06bc9024b3f","","AZ-Replit - Freewheel - Admin; AZ-Replit - Talent and Learning - Member","Freewheel; Talent and Learning",640.4868,0.0000,0.0000,0.0000,640.4868
"44cb0b45-4c6e-4fa8-8375-5bbf401e72b9","","AZ-Replit - Finance - Admin","Finance",616.2011,0.0000,0.0000,0.0000,616.2011
"fcbbeb5c-d3db-48f1-b92b-b828f76f0e01","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",564.8515,0.0000,0.0000,0.0000,564.8515
"5794cb1e-c728-464e-93db-7569ba98a2b0","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",557.9209,0.0000,0.0000,0.0000,557.9209
"411ddb34-b3a8-4ce0-9c5e-e3c83edbbf7d","","AZ-Replit - Wireless - Member","Wireless",545.7197,0.0000,0.0000,0.0000,545.7197
"962bf422-251d-41f8-b5e7-505f48a65854","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",530.1336,0.0000,0.0000,0.0000,530.1336
"d3e44f3c-6211-44f4-a4cf-4424d0666612","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",480.2655,0.0000,0.0000,0.0000,480.2655
"40ef1658-574d-477b-97bb-aa40dd6b6f0f","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",468.6481,0.0000,0.0000,0.0000,468.6481
"f5ad70a6-7624-4487-91cb-fc92c9dd4469","","AZ-Replit - Finance - Member","Finance",448.6568,0.0000,0.0000,0.0000,448.6568
"ee45ce9b-bd08-44fa-8deb-c9859073f135","","AZ-Replit - Strategic Development Mosaic - Member","Strategic Development Mosaic",425.7702,0.0000,0.0000,0.0000,425.7702
"501691d3-b3fa-44d6-9f11-6c96fd99e2f0","","AZ-Replit - TPX IT - Member; AZ-Replit - Talent and Learning - Member","TPX IT; Talent and Learning",421.5816,0.0000,0.0000,0.0000,421.5816
"bec3da3f-84c4-4180-95b1-46ab79ddc40f","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",418.8467,0.0000,0.0000,0.0000,418.8467
"1276b926-003b-45b7-b320-d00a656fd92a","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",400.7546,0.0000,0.0000,0.0000,400.7546
"545d4695-af6d-4a28-a51c-7387c1b0f4bc","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",399.2471,0.0000,0.0000,0.0000,399.2471
"7f35324f-5c3d-4a43-824e-0df87305c58e","","AZ-Replit - Growth Strategy & Operations - Admin; AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",397.6540,0.0000,0.0000,0.0000,397.6540
"a69035de-fd71-4f58-b305-2a72d80f614d","","AZ-Replit - Finance - Member","Finance",369.7444,0.0000,0.0000,0.0000,369.7444
"c95e6c27-58b4-411b-a9cc-41bb3c2ef3b1","","AZ-Replit - GPO CTS - Member","GPO CTS",369.6651,0.0000,0.0000,0.0000,369.6651
"53990ed7-210d-44fe-b665-18599fcf6e3c","","AZ-Replit - Growth Strategy & Operations - Admin; AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",365.0929,0.0000,0.0000,0.0000,365.0929
"817b234f-550f-4f51-9712-4344cc50cbaf","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",361.3593,0.0000,0.0000,0.0000,361.3593
"144d1ab3-132c-46e2-a407-47047c354f7e","","AZ-Replit - GPO Connected Living - Member","GPO Connected Living",351.4440,0.0000,0.0000,0.0000,351.4440
"41731078-40c6-4c6e-96d8-ccf9161c74c7","","AZ-Replit - Finance - Admin","Finance",324.8147,0.0000,0.0000,0.0000,324.8147
"62988b87-4ffd-4c25-8b47-3750c0c9d795","","AZ-Replit - Finance - Member","Finance",304.3182,0.0000,0.0000,0.0000,304.3182
"a7ac41b7-3a2d-440f-a090-f5b717499315","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",296.0483,0.0000,0.0000,0.0000,296.0483
"5447d2d4-53eb-4290-a2c7-744f156cb597","","AZ-Replit - GPO CTS - Member","GPO CTS",276.1770,0.0000,0.0000,0.0000,276.1770
"c7bb7dfa-802c-45aa-bda0-aeebf022d2b6","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",267.2271,0.0000,0.0000,0.0000,267.2271
"eea50f6c-5743-4f10-b1b8-b698ad010eba","","AZ-Replit - GPO CTS - Admin; AZ-Replit - GPO CTS - Member","GPO CTS",261.0825,0.0000,0.0000,0.0000,261.0825
"90d4d5df-8362-4a9f-8466-fc28dc55d26f","","AZ-Replit - EBI AI ML - Member","EBI AI ML",257.8158,0.0000,0.0000,0.0000,257.8158
"73484372-21cf-4add-aee4-41fe28181406","","AZ-Replit - TPX IT - Member","TPX IT",256.8592,0.0000,0.0000,0.0000,256.8592
"b22c1475-e5eb-4147-82c1-6db031083ac7","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",255.8918,0.0000,0.0000,0.0000,255.8918
"cb919938-12ec-49c0-a7ac-6bb00964cdee","","AZ-Replit - Finance - Member","Finance",255.7746,0.0000,0.0000,0.0000,255.7746
"eebd2205-3afe-4431-ba5e-489298cffe8a","","AZ-Replit - Growth CXSO Account Mgmt - Admin; AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",253.2973,0.0000,0.0000,0.0000,253.2973
"c11d84eb-848e-48b4-a4cd-3568b038e51e","","AZ-Replit - GPO CTS - Member","GPO CTS",251.5219,0.0000,0.0000,0.0000,251.5219
"b59986df-3d15-45e9-9f76-d232aa836848","","AZ-Replit - Finance - Member","Finance",250.4148,0.0000,0.0000,0.0000,250.4148
"166df4d9-4d42-4b0f-bf51-0b794cc55be0","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",248.7625,0.0000,0.0000,0.0000,248.7625
"dc685315-a17f-4a63-a35e-386a8b1783da","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",244.5668,0.0000,0.0000,0.0000,244.5668
"7187dde2-1f21-4cb2-b5e7-01210971bb3c","","AZ-Replit - Growth Strategy & Operations - Admin","Growth Strategy & Operations",243.8439,0.0000,0.0000,0.0000,243.8439
"5e683465-31d2-4147-8a9d-e175d1012ab9","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",237.6441,0.0000,0.0000,0.0000,237.6441
"a5af3c65-a0eb-45db-adbf-e7da51ad0e45","","AZ-Replit - Finance - Member","Finance",236.5851,0.0000,0.0000,0.0000,236.5851
"fe6cd766-00fb-4f10-90f7-2eabd3a4ccd5","","AZ-Replit - GPO CTS - Member","GPO CTS",236.2980,0.0000,0.0000,0.0000,236.2980
"dba89748-a275-42cb-80ca-bccdf3f466a8","","AZ-Replit - Finance - Member","Finance",236.0575,0.0000,0.0000,0.0000,236.0575
"729a810f-5d83-4261-89cf-72924e22cf80","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",234.7109,0.0000,0.0000,0.0000,234.7109
"2246e9af-9a13-48f9-a742-ee427155da47","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",230.8069,0.0000,0.0000,0.0000,230.8069
"21532891-f537-4a2d-91d9-171d6574b8df","","AZ-Replit - Finance - Member","Finance",226.0377,0.0000,0.0000,0.0000,226.0377
"7c449bb5-8072-4928-a75a-94628de7d9be","","AZ-Replit - Finance - Member","Finance",223.1684,0.0000,0.0000,0.0000,223.1684
"4d79a50e-9c9a-4dc1-af37-cece87f1ca5d","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",222.2340,0.0000,0.0000,0.0000,222.2340
"d69d4c91-e726-4f31-a4a4-111d6d7c2905","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",212.7790,0.0000,0.0000,0.0000,212.7790
"27d2b8b2-f113-4c8b-82e9-9114376bbe8e","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",212.6753,0.0000,0.0000,0.0000,212.6753
"f636f8bc-51fb-4e1f-ada3-9a785724f096","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",212.3322,0.0000,0.0000,0.0000,212.3322
"386e2a7e-9790-4418-8a20-da2a3ed9d967","","AZ-Replit - Finance - Member","Finance",211.9373,0.0000,0.0000,0.0000,211.9373
"12f07041-77cf-495b-a5f2-626797fe8561","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",208.1219,0.0000,0.0000,0.0000,208.1219
"7de469b2-ca20-4ace-899e-20ef6d56ae3b","","AZ-Replit - GPO Connected Living - Member","GPO Connected Living",204.9321,0.0000,0.0000,0.0000,204.9321
"ab5fdeb0-0525-4125-9473-e3a1aeb54703","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",204.5181,0.0000,0.0000,0.0000,204.5181
"acdb1753-4a24-449d-95d3-469c7f44a23c","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",198.4102,0.0000,0.0000,0.0000,198.4102
"ef65cbbc-3df8-472b-b21c-b2b8a543c22e","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",197.2573,0.0000,0.0000,0.0000,197.2573
"c3f71ab4-46a7-41eb-a038-d259b2429a22","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",188.6013,0.0000,0.0000,0.0000,188.6013
"d0e15b24-3908-407b-821d-0f1b44203b27","","AZ-Replit - Growth Strategy & Operations - Admin","Growth Strategy & Operations",188.4967,0.0000,0.0000,0.0000,188.4967
"c88f90bd-e88b-4515-aa9a-0c03e1b2f58a","","AZ-Replit - Finance - Member","Finance",186.9580,0.0000,0.0000,0.0000,186.9580
"fd909a50-f889-4000-8977-adfb1d8104a5","","AZ-Replit - Corporate Communications - Admin","Corporate Communications",183.9046,0.0000,0.0000,0.0000,183.9046
"7fa38a2d-300d-4abf-9327-7437924b4ee6","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",182.1843,0.0000,0.0000,0.0000,182.1843
"2b7dec6e-fe7f-4b31-80d1-b4b12e894f58","","AZ-Replit - Growth Strategy & Operations - Admin","Growth Strategy & Operations",181.9681,0.0000,0.0000,0.0000,181.9681
"ce725f1f-b0ee-417c-850e-5c9cb5373f65","","AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",175.8184,0.0000,0.0000,0.0000,175.8184
"d5147628-5587-4ed9-a961-764a8f150662","","AZ-Replit - GPO Connected Living - Member","GPO Connected Living",174.3977,0.0000,0.0000,0.0000,174.3977
"70a7ad57-a2b4-48c1-a941-b82e306dab28","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",173.8821,0.0000,0.0000,0.0000,173.8821
"2b412101-0cd2-4ace-b1d3-d9c7e3e00a82","","AZ-Replit - Content Acquisition - Admin","Content Acquisition",172.7471,0.0000,0.0000,0.0000,172.7471
"40b25b8b-e943-4417-84fe-a6dbd818fc9e","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",172.2117,0.0000,0.0000,0.0000,172.2117
"cd352e0e-607f-4317-80ab-23ff2a3defef","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",172.0632,0.0000,0.0000,0.0000,172.0632
"82ef4311-e88b-4b81-b05e-8aea4a0a4419","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",168.4175,0.0000,0.0000,0.0000,168.4175
"08ab0463-3b37-468b-a646-d94358b1005d","","AZ-Replit - HR Compensation - Member","HR Compensation",167.2666,0.0000,0.0000,0.0000,167.2666
"747034be-3713-4135-807b-b6b5ebf5c9dd","","AZ-Replit - HR Compensation - Member","HR Compensation",165.2830,0.0000,0.0000,0.0000,165.2830
"ecd463c9-334e-4575-b27d-1a8e2a8dcd22","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",161.5699,0.0000,0.0000,0.0000,161.5699
"527e7c6b-7aa9-4cab-9245-a13dd58398b7","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",160.9805,0.0000,0.0000,0.0000,160.9805
"10907dd9-689f-44ce-be0e-3c5d98102665","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",159.8708,0.0000,0.0000,0.0000,159.8708
"bf7150b9-f62d-4119-9066-ecbe4ef347e5","","AZ-Replit - GPO CTS - Member","GPO CTS",159.5796,0.0000,0.0000,0.0000,159.5796
"050f244e-0fe3-411e-94a4-9eb1dcd38c8e","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",158.9624,0.0000,0.0000,0.0000,158.9624
"fa8421ee-ef0b-446c-b77a-9b7e3a36b045","","AZ-Replit - Growth MDU - Admin","Growth MDU",157.5237,0.0000,0.0000,0.0000,157.5237
"57866c73-2b82-48df-a880-bf320ae5f131","","AZ-Replit - GPO CTS - Member","GPO CTS",154.2543,0.0000,0.0000,0.0000,154.2543
"2730b29e-df10-45f4-a6bb-f9021ac1bd45","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",152.8320,0.0000,0.0000,0.0000,152.8320
"25478a10-6d3c-43e5-a2b3-75f769d66685","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",149.5321,0.0000,0.0000,0.0000,149.5321
"7cc4d3b9-4a7e-4d0e-a663-210dce412715","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",148.9987,0.0000,0.0000,0.0000,148.9987
"e793235a-0d73-47f3-90b2-27008a1c62b8","","AZ-Replit - TPX IT - Member","TPX IT",147.5433,0.0000,0.0000,0.0000,147.5433
"89816b33-c194-496d-a0e0-6dcb5be6d221","","AZ-Replit - Finance - Member","Finance",145.1429,0.0000,0.0000,0.0000,145.1429
"26967020-98b1-4188-9bc4-6c32475d556b","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",144.8979,0.0000,0.0000,0.0000,144.8979
"28eb3e51-527a-4469-8932-0d3c0c7604dc","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",144.7150,0.0000,0.0000,0.0000,144.7150
"9f1a3df0-9014-4840-b43e-6da58429e7fd","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",143.3091,0.0000,0.0000,0.0000,143.3091
"b147a059-909f-4518-8f55-db889ac19bd1","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",139.5695,0.0000,0.0000,0.0000,139.5695
"0060e436-fd14-42d2-bc84-b26fbc939c4a","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",139.5623,0.0000,0.0000,0.0000,139.5623
"93945632-d136-4054-8769-8505366e71d9","","AZ-Replit - Comcast Business Customer Solutions - Admin","Comcast Business Consumer Solutions",137.1864,0.0000,0.0000,0.0000,137.1864
"327ec927-380e-487d-96ea-5f5bdb88c405","","AZ-Replit - Comcast Advertising - Member","Comcast Advertising",135.2718,0.0000,0.0000,0.0000,135.2718
"caab8367-4db5-4c51-98c2-ae8164ab586c","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",135.2499,0.0000,0.0000,0.0000,135.2499
"1e7d3887-8244-4449-8dd0-6b14d0f02df0","","AZ-Replit - Strategic Development Mosaic - Admin; AZ-Replit - Strategic Development Mosaic - Member","Strategic Development Mosaic",133.0762,0.0000,0.0000,0.0000,133.0762
"bd6d5ece-0f99-4186-bcdc-2452677913b2","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",132.8846,0.0000,0.0000,0.0000,132.8846
"0fd5ef45-c11b-4691-a074-98bf56fed6e1","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",129.7643,0.0000,0.0000,0.0000,129.7643
"0df1c70b-912f-4492-a857-d800f78ee6be","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",129.5904,0.0000,0.0000,0.0000,129.5904
"6afc7f45-9e22-43c7-9578-411f721ca860","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",129.2957,0.0000,0.0000,0.0000,129.2957
"69f314b9-9690-4e7c-924c-361ac428ef3b","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",128.6559,0.0000,0.0000,0.0000,128.6559
"10330906-4a52-45d4-80ef-e7c965dc72c6","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",128.4240,0.0000,0.0000,0.0000,128.4240
"6b00f4a6-b6fa-40d3-963a-de51380fe2c9","","AZ-Replit - Finance - Member","Finance",127.7575,0.0000,0.0000,0.0000,127.7575
"0abc8745-079c-4491-a150-2aa39b88e531","","AZ-Replit - Finance - Member","Finance",126.1683,0.0000,0.0000,0.0000,126.1683
"20269074-2705-4d8b-8f7b-8140ea452ccc","","AZ-Replit - Finance - Member","Finance",125.8614,0.0000,0.0000,0.0000,125.8614
"d049ff5f-8950-4e0a-a4a7-716c2d181b5a","","AZ-Replit - Growth Strategy & Operations - Admin","Growth Strategy & Operations",125.5994,0.0000,0.0000,0.0000,125.5994
"ab7fc076-b472-4966-b75d-2bee76fc4512","","AZ-Replit - Finance - Admin","Finance",121.6655,0.0000,0.0000,0.0000,121.6655
"2c3c87c7-d9ae-41cf-ad86-736628e57a55","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",120.7436,0.0000,0.0000,0.0000,120.7436
"777239e8-aa6c-4818-aabe-35af57672e36","","AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",120.5452,0.0000,0.0000,0.0000,120.5452
"c8a984bc-f2f8-4813-a489-c90e0d78a9c9","","AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",119.9476,0.0000,0.0000,0.0000,119.9476
"6a894ead-912f-4e05-b51f-0eae8f935efd","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",118.7844,0.0000,0.0000,0.0000,118.7844
"cc45736a-aec3-4eef-929d-499c3ad74149","","AZ-Replit - Finance - Member","Finance",117.6664,0.0000,0.0000,0.0000,117.6664
"add9bace-d6a1-4b36-9ef9-d5d1b279a117","","AZ-Replit - Finance - Member","Finance",116.3973,0.0000,0.0000,0.0000,116.3973
"5b7361b8-aa88-4d78-8970-5d36e07daca5","","AZ-Replit - GPO Connected Living - Member","GPO Connected Living",115.6999,0.0000,0.0000,0.0000,115.6999
"5cd20974-27fb-4bc6-ad96-8dd4be59a510","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",113.8987,0.0000,0.0000,0.0000,113.8987
"d2b50892-4da1-431e-94bb-fce3bfb0248d","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",113.1788,0.0000,0.0000,0.0000,113.1788
"f81888df-5bfd-4682-b4f1-e4dcab3e38d8","","AZ-Replit - Finance - Admin","Finance",112.4772,0.0000,0.0000,0.0000,112.4772
"913040c0-8fdb-453a-891b-5be1c7eac4d1","","AZ-Replit - GPO CTS - Member","GPO CTS",109.6939,0.0000,0.0000,0.0000,109.6939
"ff4665af-f870-4240-b25c-d2ebfccb9f3c","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",109.5778,0.0000,0.0000,0.0000,109.5778
"fa42625d-1da8-46ab-a120-b3e588cdc966","","AZ-Replit - GPO CTS - Admin","GPO CTS",108.8442,0.0000,0.0000,0.0000,108.8442
"538b02ab-9d46-44ba-b34c-a3882f2f3c74","","AZ-Replit - PREPROD-Admins; AZ-Replit - Strategic Development LIFT Labs - Admin; AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",108.6306,0.0000,0.0000,0.0000,108.6306
"2cdabda8-a40b-459c-81c7-75da8545c0dc","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",107.6148,0.0000,0.0000,0.0000,107.6148
"5c9243f1-dd2b-42a8-9980-de4b2f6d978b","","AZ-Replit - Finance - Member","Finance",107.3035,0.0000,0.0000,0.0000,107.3035
"4e7926ea-715b-49d2-b3bb-3f8e917d9bca","","AZ-Replit - Finance - Member","Finance",107.1129,0.0000,0.0000,0.0000,107.1129
"aeb4b374-b7d2-471a-9b54-c6446d35972a","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",106.4725,0.0000,0.0000,0.0000,106.4725
"5bf5f076-b264-489c-a405-d2e138f6af65","","AZ-Replit - Finance - Admin","Finance",105.5502,0.0000,0.0000,0.0000,105.5502
"b703b6c6-9c9c-4adb-acac-64c9b92e9de1","","AZ-Replit - GPO CTS - Member","GPO CTS",104.1989,0.0000,0.0000,0.0000,104.1989
"b963907d-0629-4d9a-ae2c-8487bb78fa8d","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",103.8056,0.0000,0.0000,0.0000,103.8056
"62845fb6-314e-4dd4-a6f8-5ba710e7d909","","AZ-Replit - GPO Creative Services - Member","GPO Creative Services",103.0095,0.0000,0.0000,0.0000,103.0095
"e41dd1c4-b1fe-4bd2-9d1a-92bfc61b5e6e","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",102.2024,0.0000,0.0000,0.0000,102.2024
"2da56083-c508-485f-b819-fd86ce8b06ff","","AZ-Replit - Finance - Admin","Finance",100.8354,0.0000,0.0000,0.0000,100.8354
"3ff510e8-5062-4337-9408-ad62ffd4b285","","AZ-Replit - PREPROD-Admins","",99.8759,0.0000,0.0000,0.0000,99.8759
"ef43d4b0-f625-42df-ace1-e982561031c7","","AZ-Replit - Growth Strategy & Operations - Member","Growth Strategy & Operations",98.2618,0.0000,0.0000,0.0000,98.2618
"6230107c-58e9-4987-99e3-fb6d394a4c7e","","AZ-Replit - Growth CXSO Account Mgmt - Admin; AZ-Replit - Growth CXSO Account Mgmt - Member","Growth CXSO Account Mgmt",98.2551,0.0000,0.0000,0.0000,98.2551
"77217952-d87d-4afa-baaa-1a95defec83c","","AZ-Replit - Comcast Business Marketing - Admin; AZ-Replit - Comcast Business Marketing - Member","Comcast Business Marketing",96.1764,0.0000,0.0000,0.0000,96.1764
"5a6d4b8d-2f31-4ab3-9ded-3949df64141a","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",95.3840,0.0000,0.0000,0.0000,95.3840
"f136c28a-f3c8-46be-85fd-4a82dffc9382","","AZ-Replit - GPO Creative Services - Admin; AZ-Replit - GPO Creative Services - Member","GPO Creative Services",94.2693,0.0000,0.0000,0.0000,94.2693
"80586f51-eb7b-4d89-bbd5-d2c53f9765dd","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",94.2219,0.0000,0.0000,0.0000,94.2219
"492c8232-352d-4a75-ab41-557e4b69d971","","AZ-Replit - Comcast Business Customer Solutions - Member","Comcast Business Consumer Solutions",94.0928,0.0000,0.0000,0.0000,94.0928
"f7ad6237-2d6d-4ff2-8458-6861bf23d026","","AZ-Replit - Strategic Development LIFT Labs - Member","Strategic Development LIFT Labs",93.8982,0.0000,0.0000,0.0000,93.8982
"27dd30fe-a2de-425a-b40e-e3dde2f2b1e5","","AZ-Replit - GPO CTS - Member","GPO CTS",93.8195,0.0000,0.0000,0.0000,93.8195
"c34aac79-b669-4e2b-bd4f-8a136ea350ac","","AZ-Replit - Finance - Member","Finance",93.7642,0.0000,0.0000,0.0000,93.7642
"9c933f10-4a4c-46a5-b8b6-d6e9b337f934","","AZ-Replit - Finance - Member","Finance",92.2899,0.0000,0.0000,0.0000,92.2899
"9d5fe57b-92e1-4838-9304-ff15a855e8a7","","AZ-Replit - EBI Enterprise Analytics - Member","EBI Enterprise Analytics",92.1857,0.0000,0.0000,0.0000,92.1857
